# Annotation file compilation of the Affymetrix Human Genome U133 Set annotation data (chip HGU133A) http://bioconductor.org/packages/release/data/annotation/html/hgu133a.db.html
# and the web tool g:Convert http://biit.cs.ut.ee/gprofiler/gconvert.cgi
#
# List start ->
affy	genesym
205208_at	ALDH1L1
205209_at	ACVR1B
205210_at	TGFBRAP1
205211_s_at	RIN1
205212_s_at	ACAP1
205213_at	ACAP1
205214_at	STK17B
205215_at	RNF2
205216_s_at	APOH
205217_at	TIMM8A
205218_at	POLR3F
205219_s_at	GALK2
205220_at	HCAR2
205221_at	HGD
205222_at	EHHADH
205223_at	DEPDC5
205224_at	SURF2
205225_at	ESR1
205226_at	PDGFRL
205227_at	IL1RAP
205228_at	RBMS2
205229_s_at	COCH
205230_at	RPH3A
205231_s_at	EPM2A
205232_s_at	PAFAH2
205233_s_at	PAFAH2
205234_at	SLC16A4
205235_s_at	KIF20B
205236_x_at	SOD3
205237_at	FCN1
205238_at	TRMT2B
205239_at	AREG
205240_at	GPSM2
205241_at	SCO2
205242_at	CXCL13
205243_at	SLC13A3
205244_s_at	SLC13A3
205245_at	PARD6A
205246_at	PEX13
205247_at	NOTCH4
205248_at	DOPEY2
205249_at	EGR2
205250_s_at	CEP290
205251_at	PER2
205252_at	ZNF174
205253_at	PBX1
205254_x_at	TCF7
205255_x_at	TCF7
205256_at	ZBTB39
205257_s_at	AMPH
205258_at	INHBB
205259_at	NR3C2
205260_s_at	ACYP1
205261_at	PGC
205262_at	KCNH2
205263_at	BCL10
205264_at	CD3EAP
205265_s_at	SPEG
205266_at	LIF
205267_at	POU2AF1
205268_s_at	ADD2
205269_at	LCP2
205270_s_at	LCP2
205271_s_at	CDK20
205272_s_at	PRH1
205273_s_at	PITRM1
205274_at	GTPBP1
205275_at	GTPBP1
205276_s_at	GTPBP1
205277_at	PRDM2
205278_at	GAD1
205279_s_at	GLRB
205280_at	GLRB
205281_s_at	PIGA
205282_at	LRP8
205283_at	FKTN
205284_at	URB2
205285_s_at	FYB
205286_at	TFAP2C
205287_s_at	TFAP2C
205288_at	CDC14A
205289_at	BMP2
205290_s_at	BMP2
205291_at	IL2RB
205292_s_at	HNRNPA2B1
205293_x_at	BAIAP2
205294_at	BAIAP2
205295_at	CKMT2
205296_at	RBL1
205297_s_at	CD79B
205298_s_at	BTN2A2
205299_s_at	BTN2A2
205300_s_at	SNRNP35
205301_s_at	OGG1
205302_at	IGFBP1
205303_at	KCNJ8
205304_s_at	KCNJ8
205305_at	FGL1
205306_x_at	KMO
205307_s_at	KMO
205308_at	ZC2HC1A
205309_at	SMPDL3B
205310_at	FBXO46
205311_at	DDC
205312_at	SPI1
205313_at	HNF1B
205314_x_at	SNTB2
205315_s_at	SNTB2
205316_at	SLC15A2
205317_s_at	SLC15A2
205318_at	KIF5A
205319_at	PSCA
205320_at	APC2
205321_at	EIF2S3
205322_s_at	MTF1
205323_s_at	MTF1
205324_s_at	FTSJ1
205325_at	PHYHIP
205326_at	RAMP3
205327_s_at	ACVR2A
205328_at	CLDN10
205329_s_at	SNX4
205330_at	MN1
205331_s_at	REEP2
205332_at	RCE1
205333_s_at	RCE1
205334_at	S100A1
205335_s_at	SRP19
205336_at	PVALB
205337_at	DCT
205338_s_at	DCT
205339_at	STIL
205340_at	ZBTB24
205341_at	EHD2
205342_s_at	SULT1C2
205343_at	SULT1C2
205344_at	CSPG5
205345_at	BARD1
205346_at	ST3GAL2
205347_s_at	TMSB15A
205348_s_at	DYNC1I1
205349_at	GNA15
205350_at	CRABP1
205351_at	GGCX
205352_at	SERPINI1
205353_s_at	PEBP1
205354_at	GAMT
205355_at	ACADSB
205356_at	USP13
205357_s_at	AGTR1
205358_at	GRIA2
205359_at	AKAP6
205360_at	PFDN4
205361_s_at	PFDN4
205362_s_at	PFDN4
205363_at	BBOX1
205364_at	ACOX2
205365_at	HOXB6
205366_s_at	HOXB6
205367_at	SH2B2
205368_at	FAM131B
205369_x_at	DBT
205370_x_at	DBT
205371_s_at	DBT
205372_at	PLAG1
205373_at	CTNNA2
205374_at	SLN
205375_at	MDFI
205376_at	INPP4B
205377_s_at	ACHE
205378_s_at	ACHE
205379_at	CBR3
205380_at	PDZK1
205381_at	LRRC17
205382_s_at	CFD
205383_s_at	ZBTB20
205384_at	FXYD1
205385_at	MDM2
205386_s_at	MDM2
205387_s_at	CGB7
205388_at	TNNC2
205389_s_at	ANK1
205390_s_at	ANK1
205391_x_at	ANK1
205392_s_at	CCL14
205393_s_at	CHEK1
205394_at	CHEK1
205395_s_at	MRE11A
205396_at	SMAD3
205397_x_at	SMAD3
205398_s_at	SMAD3
205399_at	DCLK1
205400_at	WAS
205401_at	AGPS
205402_x_at	PRSS1
205403_at	IL1R2
205404_at	HSD11B1
205405_at	SEMA5A
205406_s_at	SPA17
205407_at	RECK
205408_at	MLLT10
205409_at	FOSL2
205410_s_at	ATP2B4
205411_at	STK4
205412_at	ACAT1
205413_at	MPPED2
205414_s_at	ARHGAP44
205415_s_at	ATXN3
205416_s_at	ATXN3
205417_s_at	DAG1
205418_at	FES
205419_at	GPR183
205420_at	PEX7
205421_at	SLC22A3
205422_s_at	ITGBL1
205423_at	AP1B1
205424_at	TBKBP1
205425_at	HIP1
205426_s_at	HIP1
205427_at	ZNF354A
205428_s_at	CALB2
205429_s_at	MPP6
205430_at	BMP5
205431_s_at	BMP5
205432_at	OVGP1
205433_at	BCHE
205434_s_at	AAK1
205435_s_at	AAK1
205436_s_at	H2AFX
205437_at	ZNF211
205438_at	PTPN21
205439_at	GSTT2B
205440_s_at	NPY1R
205441_at	OCEL1
205442_at	MFAP3L
205443_at	SNAPC1
205444_at	ATP2A1
205445_at	PRL
205446_s_at	ATF2
205447_s_at	MAP3K12
205448_s_at	MAP3K12
205449_at	SAC3D1
205450_at	PHKA1
205451_at	FOXO4
205452_at	PIGB
205453_at	HOXB2
205454_at	HPCA
205455_at	MST1R
205456_at	CD3E
205457_at	C6ORF106
205458_at	MC1R
205459_s_at	NPAS2
205460_at	NPAS2
205461_at	RAB35
205462_s_at	HPCAL1
205463_s_at	PDGFA
205464_at	SCNN1B
205465_x_at	HS3ST1
205466_s_at	HS3ST1
205467_at	CASP10
205468_s_at	IRF5
205469_s_at	IRF5
205470_s_at	KLK11
205471_s_at	DACH1
205472_s_at	DACH1
205473_at	ATP6V1B1
205474_at	CRLF3
205475_at	SCRG1
205476_at	CCL20
205477_s_at	AMBP
205478_at	PPP1R1A
205479_s_at	PLAU
205480_s_at	UGP2
205481_at	ADORA1
205482_x_at	ARL2-SNX15
205483_s_at	ISG15
205484_at	SIT1
205485_at	RYR1
205486_at	TESK2
205487_s_at	VGLL1
205488_at	GZMA
205489_at	CRYM
205490_x_at	GJB3
205491_s_at	GJB3
205492_s_at	DPYSL4
205493_s_at	DPYSL4
205494_at	ZNF821
205495_s_at	GNLY
205496_at	KIAA0408
205497_at	ZNF175
205498_at	GHR
205499_at	SRPX2
205500_at	C5
205501_at	PDE10A
205502_at	CYP17A1
205503_at	PTPN14
205504_at	BTK
205505_at	GCNT1
205506_at	VIL1
205507_at	ARHGEF15
205508_at	HPN
205509_at	CPB1
205510_s_at	GABPB1
205511_at	GABPB1
205512_s_at	AIFM1
205513_at	TCN1
205514_at	ZNF415
205515_at	PRSS12
205516_x_at	CIZ1
205517_at	GATA4
205518_s_at	CMAHP
205519_at	WDR76
205520_at	STRN
205521_at	EXOG
205522_at	HOXD4
205523_at	HAPLN1
205524_s_at	HAPLN1
205525_at	CALD1
205526_s_at	KATNA1
205527_s_at	GEMIN4
205528_s_at	RUNX1T1
205529_s_at	RUNX1T1
205530_at	ETFDH
205531_s_at	GLS2
205532_s_at	CDH6
205533_s_at	CDH6
205534_at	PCDH7
205535_s_at	PCDH7
205536_at	VAV2
205537_s_at	VAV2
205538_at	CORO2A
205539_at	AVIL
205540_s_at	RRAGB
205541_s_at	GSPT2
205542_at	STEAP1
205543_at	HSPA4L
205544_s_at	CR2
205545_x_at	DNAJC8
205546_s_at	TYK2
205547_s_at	TAGLN
205548_s_at	BTG3
205549_at	PCP4
205550_s_at	BRE
205551_at	SV2B
205552_s_at	OAS1
205553_s_at	CSRP3
205554_s_at	DNASE1L3
205555_s_at	MSX2
205556_at	MSX2
205557_at	BPI
205558_at	TRAF6
205559_s_at	PCSK5
205560_at	PCSK5
205561_at	KCTD17
205562_at	RPP38
205563_at	KISS1
205564_at	PAGE4
205565_s_at	FXN
205566_at	ABHD2
205567_at	CHST1
205568_at	AQP9
205569_at	LAMP3
205570_at	PIP4K2A
205571_at	LIPT1
205572_at	ANGPT2
205573_s_at	SNX7
205574_x_at	BMP1
205575_at	C1QL1
205576_at	SERPIND1
205577_at	PYGM
205578_at	ROR2
205579_at	HRH1
205580_s_at	HRH1
205581_s_at	NOS3
205582_s_at	GGT5
205583_s_at	ALG13
205584_at	ALG13
205585_at	ETV6
205586_x_at	VGF
205587_at	FGFR1OP
205588_s_at	FGFR1OP
205589_at	MYL3
205590_at	RASGRP1
205591_at	OLFM1
205592_at	SLC4A1
205593_s_at	PDE9A
205594_at	ZNF652
205595_at	DSG3
205596_s_at	SMURF2
205597_at	SLC44A4
205598_at	TRAIP
205599_at	TRAF1
205600_x_at	HOXB5
205601_s_at	HOXB5
205602_x_at	PSG7
205603_s_at	DIAPH2
205604_at	HOXD9
205605_at	HOXD9
205606_at	LRP6
205607_s_at	SCYL3
205608_s_at	ANGPT1
205609_at	ANGPT1
205610_at	MYOM1
205611_at	TNFSF12
205612_at	MMRN1
205613_at	SYT17
205614_x_at	MST1
205615_at	CPA1
205616_at	GALNT8
205617_at	PRRG2
205618_at	PRRG1
205619_s_at	MEOX1
205620_at	F10
205621_at	ALKBH1
205622_at	SMPD2
205623_at	ALDH3A1
205624_at	CPA3
205625_s_at	CALB1
205626_s_at	CALB1
205627_at	CDA
205628_at	PRIM2
205629_s_at	CRH
205630_at	CRH
205631_at	KIAA0586
205632_s_at	PIP5K1B
205633_s_at	ALAS1
205634_x_at	ZDHHC24
205635_at	KALRN
205636_at	SH3GL3
205637_s_at	SH3GL3
205638_at	BAI3
205639_at	AOAH
205640_at	ALDH3B1
205641_s_at	TRADD
205642_at	CNTRL
205643_s_at	PPP2R2B
205644_s_at	SNRPGP10
205645_at	REPS2
205646_s_at	PAX6
205647_at	RAD52
205648_at	WNT2
205649_s_at	FGA
205650_s_at	FGA
205651_x_at	RAPGEF4
205652_s_at	TTLL1
205653_at	CTSG
205654_at	C4BPA
205655_at	MDM4
205656_at	PCDH17
205657_at	HAAO
205658_s_at	SNAPC4
205659_at	HDAC9
205660_at	OASL
205661_s_at	FLAD1
205662_at	B9D1
205663_at	PCBP3
205664_at	KIN
205665_at	TSPAN9
205666_at	FMO1
205667_at	WRN
205668_at	LY75
205669_at	NCAM2
205670_at	GAL3ST1
205671_s_at	HLA-DOB
205672_at	XPA
205673_s_at	ASB9
205674_x_at	FXYD6-FXYD2
205675_at	MTTP
205676_at	CYP27B1
205677_s_at	DLEU1
205678_at	AP3B2
205679_x_at	ACAN
205680_at	MMP10
205681_at	BCL2A1
205682_x_at	APOM
205683_x_at	TPSB2
205684_s_at	DENND4C
205685_at	CD86
205686_s_at	CD86
205687_at	UBFD1
205688_at	TFAP4
205689_at	PCNXL2
205690_s_at	BUD31
205691_at	SYNGR3
205692_s_at	CD38
205693_at	TNNT3
205694_at	TYRP1
205695_at	SDS
205696_s_at	GFRA1
205697_at	SCGN
205698_s_at	MAP2K6
205699_at	MAP2K6
205700_at	HSD17B6
205701_at	IPO8
205702_at	PHTF1
205703_at	ATP6V0A2
205704_s_at	ATP6V0A2
205705_at	ANKRD26
205706_s_at	ANKRD26
205707_at	IL17RA
205708_s_at	TRPM2
205709_s_at	CDS1
205710_at	LRP2
205711_x_at	ATP5C1
205712_at	PTPRD
205713_s_at	COMP
205714_s_at	ZMYND10
205715_at	BST1
205716_at	SLC25A40
205717_x_at	PCDHGC4
205718_at	ITGB7
205719_s_at	PAH
205720_at	POMC
205721_at	GFRA2
205722_s_at	GFRA2
205723_at	CNTFR
205724_at	PKP1
205725_at	SCGB1A1
205726_at	DIAPH2
205727_at	TEP1
205728_at	TENM1
205729_at	OSMR
205730_s_at	ABLIM3
205731_s_at	NCOA2
205732_s_at	NCOA2
205733_at	BLM
205734_s_at	AFF3
205735_s_at	AFF3
205736_at	PGAM2
205737_at	KCNQ2
205738_s_at	FABP3
205739_x_at	ZNF107
205740_s_at	RBM42
205741_s_at	DTNA
205742_at	TNNI3
205743_at	STAC
205744_at	DOC2A
205745_x_at	ADAM17
205746_s_at	ADAM17
205747_at	CBLN1
205748_s_at	RNF126
205749_at	CYP1A1
205750_at	BPHL
205751_at	SH3GL2
205752_s_at	GSTM5
205753_at	CRP
205754_at	F2
205755_at	ITIH3
205756_s_at	F8
205757_at	ENTPD5
205758_at	CD8A
205759_s_at	SULT2B1
205760_s_at	OGG1
205761_s_at	DUS4L
205762_s_at	DUS4L
205763_s_at	DDX18
205764_at	CSNK1A1
205765_at	CYP3A5
205766_at	TCAP
205767_at	EREG
205768_s_at	SLC27A2
205769_at	SLC27A2
205770_at	GSR
205771_s_at	AKAP7
205772_s_at	AKAP7
205773_at	CPEB3
205774_at	F12
205775_at	FAM50B
205776_at	FMO5
205777_at	DUSP9
205778_at	KLK7
205779_at	RAMP2
205780_at	BIK
205781_at	VPS9D1
205782_at	FGF7
205783_at	KLK13
205784_x_at	ARVCF
205785_at	ITGAM
205786_s_at	ITGAM
205787_x_at	ZC3H11B
205788_s_at	ZC3H11A
205789_at	CD1D
205790_at	SKAP1
205791_x_at	ZNF230
205792_at	WISP2
205793_x_at	TNK1
205794_s_at	NOVA1
205795_at	NRXN3
205796_at	TCP11L1
205797_s_at	TCP11L1
205798_at	IL7R
205799_s_at	SLC3A1
205800_at	SLC3A1
205801_s_at	RASGRP3
205802_at	TRPC1
205803_s_at	TRPC1
205804_s_at	TRAF3IP3
205805_s_at	ROR1
205806_at	ROM1
205807_s_at	TUFT1
205808_at	ASPH
205809_s_at	WASL
205810_s_at	WASL
205811_at	POLG2
205812_s_at	TMED9
205813_s_at	MAT1A
205814_at	GRM3
205815_at	REG3A
205816_at	ITGB8
205817_at	SIX1
205818_at	BRINP1
205819_at	MARCO
205820_s_at	APOC3
205821_at	KLRC4-KLRK1
205822_s_at	HMGCS1
205823_at	RGS12
205824_at	HSPB2-C11ORF52
205825_at	PCSK1
205826_at	MYOM2
205827_at	CCK
205828_at	MMP3
205829_at	HSD17B1
205830_at	CLGN
205831_at	CD2
205832_at	CPA4
205833_s_at	PART1
205834_s_at	PART1
205835_s_at	YTHDC2
205836_s_at	YTHDC2
205837_s_at	GYPA
205838_at	GYPA
205839_s_at	BZRAP1
205840_x_at	GH1
205841_at	JAK2
205842_s_at	JAK2
205843_x_at	CRAT
205844_at	VNN1
205845_at	CACNA1H
205846_at	PTPRB
205847_at	PRSS22
205848_at	GAS2
205849_s_at	UQCRB
205850_s_at	GABRB3
205851_at	NME6
205852_at	CDK5R2
205853_at	ZBTB7B
205854_at	TULP3
205855_at	ZNF197
205856_at	SLC14A1
205857_at	SLC18A2
205858_at	NGFR
205859_at	LY86
205860_x_at	FOLH1
205861_at	SPIB
205862_at	GREB1
205863_at	S100A12
205864_at	SLC7A4
205865_at	ARID3A
205866_at	FCN3
205867_at	PTPN11
205868_s_at	PTPN11
205869_at	PRSS1
205870_at	BDKRB2
205871_at	PLGLB2
205872_x_at	PDE4DIP
205873_at	PIGL
205874_at	ITPKA
205875_s_at	ATRIP
205876_at	LIFR
205877_s_at	ZC3H7B
205878_at	POU6F1
205879_x_at	RET
205880_at	PRKD1
205881_at	ZNF74
205882_x_at	ADD3
205883_at	ZBTB16
205884_at	ITGA4
205885_s_at	ITGA4
205886_at	REG1B
205887_x_at	MSH3
205888_s_at	JAKMIP2
205889_s_at	JAKMIP2
205890_s_at	UBD
205891_at	ADORA2B
205892_s_at	FABP1
205893_at	NLGN1
205894_at	ARSE
205895_s_at	NOLC1
205896_at	SLC22A4
205897_at	NFATC4
205898_at	CX3CR1
205899_at	CCNA1
205900_at	KRT1
205901_at	PNOC
205902_at	KCNN3
205903_s_at	KCNN3
205904_at	MICA
205905_s_at	MICB
205906_at	FOXJ1
205907_s_at	OMD
205908_s_at	OMD
205909_at	POLE2
205910_s_at	CEL
205911_at	PTH1R
205912_at	PNLIP
205913_at	PLIN1
205914_s_at	GRIN1
205915_x_at	GRIN1
205916_at	S100A7A
205917_at	ZNF264
205918_at	SLC4A3
205919_at	HBE1
205920_at	SLC6A6
205921_s_at	SLC6A6
205922_at	VNN2
205923_at	RELN
205924_at	RAB3B
205925_s_at	RAB3B
205926_at	IL27RA
205927_s_at	CTSE
205928_at	ZNF799
205929_at	GPA33
205930_at	GTF2E1
205931_s_at	CREB5
205932_s_at	MSX1
205933_at	SETBP1
205934_at	PLCL1
205935_at	FOXF1
205936_s_at	HK3
205937_at	CGREF1
205938_at	PPM1E
205939_at	CYP3A7
205940_at	MYH3
205941_s_at	COL10A1
205942_s_at	ACSM3
205943_at	TDO2
205944_s_at	CLTCL1
205945_at	IL6R
205946_at	VIPR2
205947_s_at	VIPR2
205948_at	PTPRT
205949_at	CA1
205950_s_at	CA1
205951_at	MYH1
205952_at	KCNK3
205953_at	LRIG2
205954_at	RXRG
205955_at	205955_AT
205956_x_at	PSMC3IP
205957_at	PLXNB3
205958_x_at	CSH1
205959_at	MMP13
205960_at	PDK4
205961_s_at	PSIP1
205962_at	205962_AT
205963_s_at	DNAJA3
205964_at	ZNF426
205965_at	BATF
205966_at	TAF13
205967_at	HIST1H4C
205968_at	KCNS3
205969_at	AADAC
205970_at	MT3
205971_s_at	CTRB2
205972_at	SLC38A3
205973_at	205973_AT
205974_at	205974_AT
205975_s_at	HOXD1
205976_at	FASTKD2
205977_s_at	EPHA1
205978_at	KL
205979_at	SCGB2A1
205980_s_at	ARHGAP8
205981_s_at	ING2
205982_x_at	SFTPC
205983_at	DPEP1
205984_at	CRHBP
205985_x_at	CLCNKB
205986_at	AATK
205987_at	CD1C
205988_at	CD84
205989_s_at	MOG
205990_s_at	WNT5A
205991_s_at	PRRX1
205992_s_at	IL15
205993_s_at	TBX2
205994_at	ELK4
205995_x_at	IQCB1
205996_s_at	AK2
205997_at	ADAM28
205998_x_at	CYP3A4
205999_x_at	CYP3A4
206000_at	MEP1A
206001_at	NPY
206002_at	GPR64
206003_at	CEP135
206004_at	TGM3
206005_s_at	CEP162
206006_s_at	CEP162
206007_at	PRG4
206008_at	TGM1
206009_at	ITGA9
206010_at	HABP2
206011_at	CASP1
206012_at	LEFTY2
206013_s_at	ACTL6B
206014_at	ACTL6B
206015_s_at	FOXJ3
206016_at	CCDC22
206017_at	KIAA0319
206018_at	FOXG1
206019_at	RBM19
206020_at	SOCS6
206021_at	SCAND2P
206022_at	NDP
206023_at	NMU
206024_at	HPD
206025_s_at	TNFAIP6
206026_s_at	TNFAIP6
206027_at	S100A3
206028_s_at	MERTK
206029_at	ANKRD1
206030_at	ASPA
206031_s_at	USP5
206032_at	DSC3
206033_s_at	DSC3
206034_at	SERPINB8
206035_at	REL
206036_s_at	REL
206037_at	CCBL1
206038_s_at	NR2C2
206039_at	RAB33A
206040_s_at	MAPK11
206042_x_at	SNURF
206043_s_at	ATP2C2
206044_s_at	BRAF
206045_s_at	NOL4
206046_at	ADAM23
206047_at	GNB3
206048_at	OVOL2
206049_at	SELP
206050_s_at	RNH1
206051_at	ELAVL4
206052_s_at	SLBP
206053_at	ZNF510
206054_at	KNG1
206055_s_at	SNRPA1
206056_x_at	SPN
206057_x_at	SPN
206058_at	SLC6A12
206059_at	ZNF91
206060_s_at	PTPN22
206061_s_at	DICER1
206062_at	GUCA1A
206063_x_at	PPIL2
206064_s_at	PPIL2
206065_s_at	DPYS
206066_s_at	RAD51C
206067_s_at	WT1
206068_s_at	ACADL
206069_s_at	ACADL
206070_s_at	EPHA3
206071_s_at	EPHA3
206072_at	UCN
206073_at	COLQ
206074_s_at	HMGA1
206075_s_at	CSNK2A1
206076_at	LRRC23
206077_at	KEL
206078_at	KALRN
206079_at	CHML
206080_at	PLCH2
206081_at	SLC24A1
206082_at	HCP5
206083_at	BAI1
206084_at	PTPRR
206085_s_at	CTH
206086_x_at	HFE
206087_x_at	HFE
206088_at	206088_AT
206089_at	NELL1
206090_s_at	DISC1
206091_at	MATN3
206092_x_at	RTEL1
206093_x_at	TNXB
206094_x_at	UGT1A6
206095_s_at	SRSF10
206096_at	ZNF35
206097_at	SLC22A18AS
206098_at	ZBTB6
206099_at	PRKCH
206100_at	CPM
206101_at	ECM2
206102_at	GINS1
206103_at	RAC3
206104_at	ISL1
206105_at	AFF2
206106_at	MAPK12
206107_at	RGS11
206108_s_at	SRSF6
206109_at	FUT1
206110_at	HIST1H3H
206111_at	RNASE2
206112_at	ANKRD7
206113_s_at	RAB5A
206114_at	EPHA4
206115_at	EGR3
206116_s_at	TPM1
206117_at	TPM1
206118_at	STAT4
206119_at	BHMT
206120_at	CD33
206121_at	AMPD1
206122_at	SOX15
206123_at	LLGL1
206124_s_at	LLGL1
206125_s_at	KLK8
206126_at	CXCR5
206127_at	ELK3
206128_at	ADRA2C
206129_s_at	ARSB
206130_s_at	ASGR2
206131_at	CLPS
206132_at	MCC
206133_at	XAF1
206134_at	ADAMDEC1
206135_at	ST18
206136_at	FZD5
206137_at	RIMS2
206138_s_at	PI4KB
206139_at	PI4KB
206140_at	LHX2
206141_at	MOCS3
206142_at	ZNF135
206143_at	SLC26A3
206144_at	MAGI1
206145_at	RHAG
206146_s_at	RHAG
206147_x_at	SCML2
206148_at	IL3RA
206149_at	CHP2
206150_at	CD27
206151_x_at	CELA3B
206152_at	AGAP2
206153_at	CYP4F11
206154_at	RLBP1
206155_at	ABCC2
206156_at	GJB5
206157_at	PTX3
206158_s_at	CNBP
206159_at	GDF10
206160_at	APOBEC2
206161_s_at	SYT5
206162_x_at	SYT5
206163_at	MAB21L1
206164_at	CLCA2
206165_s_at	CLCA2
206166_s_at	CLCA2
206167_s_at	ARHGAP6
206168_at	ZC3H7B
206169_x_at	ZC3H7B
206170_at	ADRB2
206171_at	ADORA3
206172_at	IL13RA2
206173_x_at	GABPB1
206174_s_at	PPP6C
206175_x_at	ZNF222
206176_at	BMP6
206177_s_at	ARG1
206178_at	PLA2G5
206179_s_at	TPPP
206180_x_at	ZNF747
206181_at	SLAMF1
206182_at	ZNF134
206183_s_at	HERC3
206184_at	CRKL
206185_at	CRYBB1
206186_at	MPP3
206187_at	PTGIR
206188_at	ZNF623
206189_at	UNC5C
206190_at	GPR17
206191_at	ENTPD3
206192_at	CDSN
206193_s_at	CDSN
206194_at	HOXC4
206195_x_at	GH2
206196_s_at	RUNDC3A
206197_at	NME5
206198_s_at	CEACAM7
206199_at	CEACAM7
206200_s_at	ANXA11
206201_s_at	MEOX2
206202_at	MEOX2
206203_at	RCVRN
206204_at	GRB14
206205_at	MPHOSPH9
206206_at	CD180
206207_at	CLC
206208_at	CA4
206209_s_at	CA4
206210_s_at	CETP
206211_at	SELE
206212_at	CPA2
206213_at	WNT10B
206214_at	PLA2G7
206215_at	OPCML
206216_at	SRPK3
206217_at	EDA
206218_at	MAGEB2
206219_s_at	VAV1
206220_s_at	RASA3
206221_at	RASA3
206222_at	TNFRSF10C
206223_at	LMTK2
206224_at	CST1
206225_at	ZNF507
206226_at	HRG
206227_at	CILP
206228_at	PAX2
206229_x_at	PAX2
206230_at	LHX1
206231_at	KCNN1
206232_s_at	B4GALT6
206233_at	B4GALT6
206234_s_at	MMP17
206235_at	LIG4
206236_at	GPR4
206237_s_at	NRG1
206238_s_at	YAF2
206239_s_at	SPINK1
206240_s_at	ZNF136
206241_at	KPNA5
206242_at	TM4SF5
206243_at	TIMP4
206244_at	CR1
206245_s_at	IVNS1ABP
206246_at	PFKFB4
206247_at	MICB
206248_at	PRKCE
206249_at	MAP3K13
206250_x_at	AVPR1A
206251_s_at	AVPR1A
206252_s_at	AVPR1A
206253_at	DLG2
206254_at	EGF
206255_at	BLK
206256_at	CPN1
206257_at	CCDC9
206258_at	ST8SIA5
206259_at	PROC
206260_at	TGM4
206261_at	ZNF239
206262_at	ADH1C
206263_at	FMO4
206264_at	GPLD1
206265_s_at	GPLD1
206266_at	GPLD1
206267_s_at	MATK
206268_at	LEFTY1
206269_at	GCM1
206270_at	PRKCG
206271_at	TLR3
206272_at	RAB4A
206273_at	SLMO1
206274_s_at	CROCC
206275_s_at	MICAL2
206276_at	LY6D
206277_at	P2RY2
206278_at	PTAFR
206279_at	PRKY
206280_at	CDH18
206281_at	ADCYAP1
206282_at	NEUROD1
206283_s_at	TAL1
206284_x_at	CLTB
206285_at	NPHP1
206286_s_at	TDGF1
206287_s_at	ITIH4
206288_at	PGGT1B
206289_at	HOXA4
206290_s_at	RGS7
206291_at	NTS
206292_s_at	SULT2A1
206293_at	SULT2A1
206294_at	HSD3B2
206295_at	IL18
206296_x_at	MAP4K1
206297_at	CTRC
206298_at	ARHGAP22
206299_at	FAM155B
206300_s_at	PTHLH
206301_at	TEC
206302_s_at	NUDT4P2
206303_s_at	NUDT4P2
206304_at	MYBPH
206305_s_at	C8A
206306_at	RYR3
206307_s_at	FOXD1
206308_at	TRDMT1
206309_at	LECT1
206310_at	SPINK2
206311_s_at	PLA2G1B
206312_at	GUCY2C
206313_at	HLA-DOA
206314_at	ZKSCAN7
206315_at	CRLF1
206316_s_at	KNTC1
206317_s_at	ABCB8
206318_at	EPPIN
206319_s_at	EPPIN
206320_s_at	SMAD9
206321_at	RFX1
206322_at	SYN3
206323_x_at	OPHN1
206324_s_at	DAPK2
206325_at	SERPINA6
206326_at	GRP
206327_s_at	CDH15
206328_at	CDH15
206329_at	EXTL1
206330_s_at	SHC3
206331_at	CALCRL
206332_s_at	IFI16
206333_at	MSI1
206334_at	LIPF
206335_at	GALNS
206336_at	CXCL6
206337_at	CCR7
206338_at	ELAVL3
206339_at	CARTPT
206340_at	NR1H4
206341_at	IL2RA
206342_x_at	IDS
206343_s_at	NRG1
206344_at	PON1
206345_s_at	PON1
206346_at	PRLR
206347_at	PDK3
206348_s_at	PDK3
206349_at	LGI1
206350_at	APCS
206351_s_at	PEX10
206352_s_at	PEX10
206353_at	COX6A2
206354_at	SLCO1B3
206355_at	GNAL
206356_s_at	GNAL
206357_at	OPA3
206358_at	PRM1
206359_at	SOCS3
206360_s_at	SOCS3
206361_at	PTGDR2
206362_x_at	MAP3K10
206363_at	MAF
206364_at	KIF14
206365_at	XCL1
206366_x_at	XCL2
206367_at	REN
206368_at	CPLX2
206369_s_at	PIK3CG
206370_at	PIK3CG
206371_at	FOLR3
206372_at	MYF6
206373_at	ZIC1
206374_at	DUSP8
206375_s_at	HSPB3
206376_at	SLC6A15
206377_at	FOXF2
206378_at	SCGB2A2
206379_at	EYA3
206380_s_at	CFP
206381_at	SCN2A
206382_s_at	BDNF
206383_s_at	G3BP2
206384_at	CACNG3
206385_s_at	ANK3
206386_at	SERPINA7
206387_at	CDX2
206388_at	PDE3A
206389_s_at	PDE3A
206390_x_at	PF4
206391_at	RARRES1
206392_s_at	RARRES1
206393_at	TNNI2
206394_at	MYBPC2
206395_at	DGKG
206396_at	SLC1A1
206397_x_at	CERS1
206398_s_at	CD19
206399_x_at	CACNA1A
206400_at	LGALS7B
206401_s_at	MAPT
206402_s_at	ATF7
206403_at	ZNF536
206404_at	FGF9
206405_x_at	USP6
206406_at	SMCP
206407_s_at	CCL13
206408_at	LRRTM2
206409_at	TIAM1
206410_at	NR0B2
206411_s_at	ABL2
206412_at	FER
206413_s_at	TCL1B
206414_s_at	ASAP2
206415_at	TLL1
206416_at	ZNF205
206417_at	CNGA1
